"ID","title","artist","top_genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"720","Duniyaa_(From_""Luka_Chuppi"")","Akhil","desi_pop",2019,"1969-12-31",77,66,44,-6,13,52,223,70,4,71,"india"
"721","Pachtaoge_(From_""Jaani_Ve"")","Arijit_Singh","desi_pop",2019,"1969-12-31",170,69,52,-4,12,48,227,62,3,71,"india"
"722","Tujhe_Kitna_Chahne_Lage_(From_""Kabir_Singh"")","Arijit_Singh","desi_pop",2019,"1969-12-31",70,40,43,-8,11,31,285,74,4,69,"india"
"723","Pal_Pal_Dil_Ke_Paas-_Title_Track","Arijit_Singh","desi_pop",2019,"1969-12-31",124,51,56,-7,6,39,255,59,3,69,"india"
"724","Sakhiyaan","Maninder_Buttar","desi_pop",2018,"1969-12-31",83,67,71,-6,20,36,179,30,4,69,"india"
"725","Proper_Patola","Badshah","desi_hip_hop",2018,"1969-12-31",172,82,77,-6,32,49,179,49,9,69,"india"
"726","Bekhayali_(From_""Kabir_Singh"")","Sachet_Tandon","desi_pop",2019,"1969-12-31",172,59,31,-5,32,35,372,45,4,68,"india"
"727","Dheeme_Dheeme_(From_""Pati_Patni_Aur_Woh"")","Tony_Kakkar","desi_pop",2019,"1969-12-31",110,97,80,-2,35,69,177,15,4,68,"india"
"728","8_Parche","Baani_Sandhu","punjabi_pop",2019,"1969-12-31",174,86,65,-2,20,73,210,16,21,68,"india"
"729","Jai_Jai_Shivshankar_(From_""War"")","Vishal_Dadlani","desi_pop",2019,"1969-12-31",129,90,83,-5,7,53,231,26,8,68,"india"
"730","Chal_Bombay","DIVINE","desi_hip_hop",2019,"1969-12-31",95,62,86,-7,12,51,174,4,32,68,"india"
"731","Ik_Tera","Maninder_Buttar","desi_pop",2019,"1969-12-31",93,71,83,-5,11,49,161,10,7,68,"india"
"732","Vaaste","Dhvani_Bhanushali","desi_pop",2019,"1969-12-31",90,48,44,-6,10,32,196,45,4,68,"india"
"733","Kalank_(Title_Track)","Arijit_Singh","desi_pop",2019,"1969-12-31",118,55,57,-8,9,44,311,52,4,68,"india"
"734","Shaitan_Ka_Saala_(From_""Housefull_4"")","Sohail_Sen","desi_pop",2019,"1969-12-31",100,77,84,-5,37,34,147,28,19,67,"india"
"735","Naah_Goriye_(From_""Bala"")","B_Praak","desi_pop",2019,"1969-12-31",100,77,82,-2,6,72,185,46,6,67,"india"
"736","Ek_Toh_Kum_Zindagani_(From_""Marjaavaan"")","Neha_Kakkar","desi_pop",2019,"1969-12-31",128,97,67,-2,6,72,190,6,9,67,"india"
"737","Don't_Be_Shy_Again_(From_""Bala"")","Sachin-Jigar","desi_pop",2019,"1969-12-31",105,91,80,-4,31,91,164,10,6,65,"india"
"738","Mere_Sohneya_(From_""Kabir_Singh"")","Sachet_Tandon","desi_pop",2019,"1969-12-31",136,64,38,-6,22,65,193,56,4,64,"india"
"739","Tu_Hi_Yaar_Mera_(From_""Pati_Patni_Aur_Woh"")","Rochak","desi_pop",2019,"1969-12-31",87,38,72,-8,13,48,201,59,6,64,"india"
"740","Chandigarh_Mein","Badshah","desi_hip_hop",2019,"1969-12-31",100,87,81,-2,7,34,205,1,6,64,"india"
"741","Dance_Like","Harrdy_Sandhu","desi_pop",2019,"1969-12-31",100,82,86,-3,30,54,172,38,10,64,"india"
"742","Sauda_Khara_Khara","Diljit_Dosanjh","desi_pop",2019,"1969-12-31",145,92,69,-3,11,88,211,9,6,63,"india"
"743","Kaise_Hua_(From_""Kabir_Singh"")","Vishal_Mishra","desi_pop",2019,"1969-12-31",138,46,39,-7,11,15,235,45,4,62,"india"
"744","Muqabla_(From_""Street_Dancer_3D"")","Yash_Narvekar","desi_pop",2019,"1969-12-31",120,91,80,-3,39,54,176,2,9,61,"india"
"745","Ve_Maahi","Arijit_Singh","desi_pop",2019,"1969-12-31",103,55,65,-7,22,29,224,41,3,61,"india"
"746","O_Saki_Saki_(From_""Batla_House"")","Neha_Kakkar","desi_pop",2019,"1969-12-31",108,96,74,0,36,57,191,16,7,60,"india"
"747","Tera_Ban_Jaunga_(From_""Kabir_Singh"")","Akhil_Sachdeva","desi_pop",2019,"1969-12-31",94,53,61,-6,13,40,236,82,2,59,"india"
"748","Mummy_Nu_Pasand_(From_""Jai_Mummy_Di"")","Sunanda_Sharma","desi_pop",2019,"1969-12-31",94,97,78,0,35,80,185,1,11,57,"india"
"749","Hauli_Hauli_(From_""De_De_Pyaar_De"")","Garry_Sandhu","bhangra",2019,"1969-12-31",95,98,71,-3,34,57,209,2,8,56,"india"
"750","Lamborghini_(From_""Jai_Mummy_Di"")","Meet_Bros.","desi_pop",2019,"1969-12-31",NA,NA,NA,NA,NA,NA,247,NA,NA,48,"india"
"751","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"indonesia"
"752","Memories","Maroon_5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"indonesia"
"753","ROXANNE","Arizona_Zervas","pop_rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"indonesia"
"754","Lose_You_To_Love_Me","Selena_Gomez","dance_pop",2019,"1969-12-31",102,34,51,-9,21,9,206,58,4,97,"indonesia"
"755","Falling","Trevor_Daniel","alternative_r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"indonesia"
"756","Someone_You_Loved","Lewis_Capaldi","pop",2019,"1969-12-31",110,41,50,-6,11,45,182,75,3,96,"indonesia"
"757","Lucid_Dreams","Juice_WRLD","chicago_rap",2018,"1969-12-31",84,57,51,-7,34,22,240,35,20,94,"indonesia"
"758","10,000_Hours_(with_Justin_Bieber)","Dan_+_Shay","contemporary_country",2019,"1969-12-31",90,63,65,-5,11,43,168,15,3,93,"indonesia"
"759","It's_You","Ali_Gatie","canadian_hip_hop",2019,"1969-12-31",96,46,73,-7,19,40,213,37,3,90,"indonesia"
"760","Senorita","Shawn_Mendes","canadian_pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"indonesia"
"761","Mean_It","Lauv","pop",2019,"1969-12-31",96,45,75,-9,17,34,233,4,9,89,"indonesia"
"762","Boy_With_Luv_(feat._Halsey)","BTS","k-pop",2019,"1969-12-31",120,86,65,-5,19,80,230,9,10,87,"indonesia"
"763","comethru","Jeremy_Zucker","pop",2018,"1969-12-31",94,18,80,-12,62,61,182,61,6,86,"indonesia"
"764","Beautiful_People_(feat._Khalid)","Ed_Sheeran","pop",2019,"1969-12-31",93,65,64,-8,8,55,198,12,19,86,"indonesia"
"765","I_Don't_Care_(with_Justin_Bieber)","Ed_Sheeran","pop",2019,"1969-12-31",102,68,80,-5,9,84,220,9,4,85,"indonesia"
"766","On_My_Way","Alan_Walker","electro_house",2019,"1969-12-31",170,69,51,-5,30,30,194,2,10,84,"indonesia"
"767","Can_We_Kiss_Forever?","Kina","pop",2018,"1969-12-31",110,13,52,-19,9,12,188,89,4,84,"indonesia"
"768","So_Am_I","Ava_Max","dance_pop",2019,"1969-12-31",130,66,68,-5,35,61,183,7,4,84,"indonesia"
"769","Takeaway","The_Chainsmokers","electropop",2019,"1969-12-31",100,51,53,-8,10,35,210,13,3,83,"indonesia"
"770","Location_Unknown_<U+25D0>_-_Brooklyn_Session","HONNE","uk_pop",2019,"1969-12-31",92,29,51,-7,8,40,328,94,4,80,"indonesia"
"771","Halu","Feby_Putri",NA,2019,"1969-12-31",116,25,34,-15,11,10,266,87,4,79,"indonesia"
"772","I_Love_You_3000","Stephanie_Poetri","indonesian_pop",2019,"1969-12-31",90,38,65,-8,39,41,210,91,4,79,"indonesia"
"773","Way_Back_Home_(feat._Conor_Maynard)_-_Sam_Feldt_Edit","SHAUN","k-pop",2018,"1969-12-31",106,75,74,-5,22,45,192,27,3,79,"indonesia"
"774","Tolong","Budi_Doremi","indonesian_pop",2018,"1969-12-31",136,20,44,-12,10,24,250,89,4,78,"indonesia"
"775","lowkey","NIKI","indie_r&b",2019,"1969-12-31",118,49,75,-8,9,23,171,43,6,78,"indonesia"
"776","Lebih_Dari_Egoku","Mawar_De_Jongh","indonesian_pop",2019,"1969-12-31",80,39,67,-8,10,33,249,74,3,77,"indonesia"
"777","100_Degrees","Rich_Brian","indonesian_hip_hop",2019,"1969-12-31",81,65,76,-5,52,66,166,12,7,77,"indonesia"
"778","Waktu_Yang_Salah","Fiersa_Besari","indonesian_indie",2014,"1969-12-31",130,28,67,-11,10,30,326,79,3,76,"indonesia"
"779","Celengan_Rindu","Fiersa_Besari","indonesian_indie",2014,"1969-12-31",117,54,64,-8,14,66,224,11,4,76,"indonesia"
"780","Tanpa_Tergesa","Juicy_Luicy","indonesian_pop",2018,"1969-12-31",96,29,70,-7,11,45,218,31,3,76,"indonesia"
"781","Psycho","Red_Velvet","k-pop",2019,"1969-12-31",140,67,66,-2,9,41,211,19,4,75,"indonesia"
"782","Selamat_(Selamat_Tinggal)","Virgoun","indonesian_pop",2019,"1969-12-31",80,58,36,-9,12,37,314,52,3,75,"indonesia"
"783","Adu_Rayu","Yovie_Widianto","indonesian_pop",2019,"1969-12-31",100,37,56,-12,11,22,208,60,5,75,"indonesia"
"784","Pilu_Membiru","Kunto_Aji","indonesian_indie",2018,"1969-12-31",82,27,36,-11,12,5,252,89,3,75,"indonesia"
"785","One_Only","Pamungkas","indonesian_indie",2018,"1969-12-31",145,52,25,-6,9,11,255,22,3,74,"indonesia"
"786","Kumau_Dia","Andmesh","indonesian_pop",2019,"1969-12-31",158,51,47,-9,32,60,256,16,3,73,"indonesia"
"787","Pelukku_Untuk_Pelikmu_-_OST_Imperfect:_Karier,_Cinta,_&_Timbangan","Fiersa_Besari","indonesian_indie",2019,"1969-12-31",125,83,53,-5,20,25,250,13,4,72,"indonesia"
"788","April","Fiersa_Besari","indonesian_indie",2014,"1969-12-31",80,47,36,-8,19,57,264,59,3,72,"indonesia"
"789","Dan...","Sheila_On_7","indonesian_pop",1999,"1969-12-31",125,54,66,-12,11,54,289,16,3,72,"indonesia"
"790","I_Love_You_but_I'm_Letting_Go","Pamungkas","indonesian_indie",2018,"1969-12-31",80,32,39,-9,11,13,220,97,3,71,"indonesia"
"791","Kartonyono_Medot_Janji","Denny_Caknan",NA,2019,"1969-12-31",130,78,73,-6,21,75,262,31,3,71,"indonesia"
"792","Percaya_Aku","Chintya_Gabriella",NA,2019,"1969-12-31",140,49,54,-8,20,30,232,74,3,71,"indonesia"
"793","Kenangan_Manis","Pamungkas","indonesian_indie",2018,"1969-12-31",140,68,60,-7,9,72,208,5,3,69,"indonesia"
"794","Bicara_(feat._Monita_Tahalea)","TheOvertunes","indonesian_pop",2019,"1969-12-31",77,37,57,-9,8,37,236,56,3,68,"indonesia"
"795","Cinta_Luar_Biasa","Andmesh","indonesian_pop",2019,"1969-12-31",136,23,58,-12,10,32,256,81,3,66,"indonesia"
"796","Nyaman","Andmesh","indonesian_pop",2019,"1969-12-31",83,31,54,-11,15,46,227,82,3,65,"indonesia"
"797","Hanya_Rindu","Andmesh","indonesian_pop",2019,"1969-12-31",179,16,28,-12,11,20,252,89,3,65,"indonesia"
"798","Secukupnya","Hindia","indonesian_indie",2019,"1969-12-31",102,80,73,-5,35,93,205,19,3,65,"indonesia"
"799","Speechless_(Full)","Naomi_Scott","hollywood",2019,"1969-12-31",125,49,47,-8,12,23,209,47,3,65,"indonesia"
"800","Tak_Ingin_Pisah_Lagi","Marion_Jola","indonesian_pop",2019,"1969-12-31",95,40,66,-6,14,34,266,58,3,64,"indonesia"
"801","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"israel"
"802","ROXANNE","Arizona_Zervas","pop_rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"israel"
"803","Memories","Maroon_5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"israel"
"804","Circles","Post_Malone","dfw_rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"israel"
"805","everything_i_wanted","Billie_Eilish","electropop",2019,"1969-12-31",120,23,70,-14,11,24,245,90,10,98,"israel"
"806","Falling","Trevor_Daniel","alternative_r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"israel"
"807","Don't_Start_Now","Dua_Lipa","dance_pop",2019,"1969-12-31",124,79,79,-5,10,68,183,1,8,97,"israel"
"808","bad_guy","Billie_Eilish","electropop",2019,"1969-12-31",135,43,70,-11,10,56,194,33,38,96,"israel"
"809","Someone_You_Loved","Lewis_Capaldi","pop",2019,"1969-12-31",110,41,50,-6,11,45,182,75,3,96,"israel"
"810","HIGHEST_IN_THE_ROOM","Travis_Scott","rap",2019,"1969-12-31",76,43,60,-9,21,6,176,5,3,96,"israel"
"811","Blinding_Lights","The_Weeknd","canadian_contemporary_r&b",2019,"1969-12-31",171,80,51,-4,9,35,202,0,6,96,"israel"
"812","Lucid_Dreams","Juice_WRLD","chicago_rap",2018,"1969-12-31",84,57,51,-7,34,22,240,35,20,94,"israel"
"813","Lalala","Y2K","pop_rap",2019,"1969-12-31",130,39,84,-8,14,50,161,18,8,93,"israel"
"814","7_rings","Ariana_Grande","dance_pop",2019,"1969-12-31",140,32,78,-11,9,33,179,59,33,92,"israel"
"815","My_Oh_My_(feat._DaBaby)","Camila_Cabello","dance_pop",2019,"1969-12-31",105,49,72,-6,9,38,171,2,3,91,"israel"
"816","Senorita","Shawn_Mendes","canadian_pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"israel"
"817","Beautiful_People_(feat._Khalid)","Ed_Sheeran","pop",2019,"1969-12-31",93,65,64,-8,8,55,198,12,19,86,"israel"
"818","I_Don't_Care_(with_Justin_Bieber)","Ed_Sheeran","pop",2019,"1969-12-31",102,68,80,-5,9,84,220,9,4,85,"israel"
"819","Nevermind","Dennis_Lloyd","israeli_pop",2017,"1969-12-31",100,69,60,-8,41,8,157,16,20,81,"israel"
"820","Never_Go_Back","Dennis_Lloyd","israeli_pop",2019,"1969-12-31",79,65,42,-5,11,73,175,1,40,76,"israel"
"821","Unfaithful","Dennis_Lloyd","israeli_pop",2019,"1969-12-31",76,57,64,-5,25,42,141,1,5,69,"israel"
"822","<U+05DE><U+05E1><U+05E2>","Eliad","israeli_pop",2019,"1969-12-31",115,66,80,-7,10,59,207,12,4,59,"israel"
"823","<U+05E0><U+05D7><U+05DB><U+05D4>_<U+05DC><U+05DA>","Nathan_Goshen","israeli_pop",2019,"1969-12-31",75,47,54,-8,7,46,207,49,3,58,"israel"
"824","<U+05D0><U+05DC><U+05D5><U+05E3>_<U+05D4><U+05E2><U+05D5><U+05DC><U+05DD>","Hanan_Ben_Ari","israeli_pop",2019,"1969-12-31",128,43,58,-8,13,22,216,75,5,58,"israel"
"825","<U+05DC><U+05E9><U+05D5><U+05D1>_<U+05D4><U+05D1><U+05D9><U+05EA><U+05D4>","Ishay_Ribo","israeli_pop",2018,"1969-12-31",104,45,73,-9,9,63,197,51,3,57,"israel"
"826","'<U+05E4><U+05D0><U+05D5><U+05E5>","Noa_Kirel","israeli_pop",2019,"1969-12-31",140,66,80,-7,25,79,167,23,6,56,"israel"
"827","<U+05D0><U+05D9><U+05DF>_<U+05D9><U+05D5><U+05EA><U+05E8>_<U+05DE><U+05D5><U+05E2><U+05D3><U+05D5><U+05E0><U+05D9><U+05DD>","Eden_Hason","israeli_mediterranean",2019,"1969-12-31",90,61,61,-5,7,63,184,10,6,56,"israel"
"828","<U+05DB><U+05EA><U+05D1><U+05EA><U+05D9>_<U+05E2><U+05DC><U+05D9><U+05D9><U+05DA>_<U+05E9><U+05D9><U+05E8>","Omer_Adam","israeli_mediterranean",2019,"1969-12-31",92,61,82,-7,5,65,169,25,11,56,"israel"
"829","<U+05D4><U+05DC><U+05D1>_<U+05E9><U+05DC><U+05D9>","Omer_Adam","israeli_mediterranean",2019,"1969-12-31",129,38,41,-7,11,32,317,83,3,56,"israel"
"830","<U+05D0><U+05D2><U+05E8><U+05D5><U+05E3>","Eden_Ben_Zaken","israeli_mediterranean",2019,"1969-12-31",120,52,54,-9,21,27,189,54,6,55,"israel"
"831","<U+05DE><U+05DE><U+05D4>_<U+05D0><U+05EA>_<U+05DE><U+05E4><U+05D7><U+05D3><U+05EA>","Eyal_Golan","israeli_mediterranean",2019,"1969-12-31",132,38,64,-8,11,39,192,64,4,55,"israel"
"832","<U+05DE><U+05EA><U+05D2><U+05E2><U+05D2><U+05E2><U+05EA>","Nathan_Goshen","israeli_pop",2019,"1969-12-31",137,35,63,-7,53,19,182,3,4,55,"israel"
"833","<U+05E0><U+05D9><U+05E6><U+05D7><U+05EA>_<U+05D0><U+05D9><U+05EA><U+05D9>_<U+05D4><U+05DB><U+05DC>_<U+05DC><U+05D9><U+05D9><U+05D1>","Ishay_Ribo","israeli_pop",2019,"1969-12-31",98,56,38,-6,98,24,302,53,3,54,"israel"
"834","<U+05DB><U+05E9><U+05E0><U+05D2><U+05DE><U+05E8><U+05EA>_<U+05D4><U+05E1><U+05D5><U+05E4><U+05D4>","Eden_Hason","israeli_mediterranean",2019,"1969-12-31",136,55,60,-6,34,58,216,16,3,54,"israel"
"835","<U+05DE><U+05D0><U+05D5><U+05E9><U+05E8><U+05D9><U+05DD>","Doli_&_Penn","israeli_pop",2019,"1969-12-31",128,80,63,-5,17,67,232,21,6,54,"israel"
"836","<U+05D0><U+05D7><U+05EA>_<U+05D5><U+05DC><U+05EA><U+05DE><U+05D9><U+05D3>","Ishay_Ribo","israeli_pop",2018,"1969-12-31",96,48,60,-10,11,44,245,48,3,54,"israel"
"837","<U+05D3><U+05D9><U+05D1><U+05D5><U+05E8>_<U+05E0><U+05D2><U+05D5><U+05E2>","Mergui","israeli_hip_hop",2019,"1969-12-31",97,49,90,-4,8,73,166,6,17,53,"israel"
"838","<U+05DB><U+05E4><U+05D9><U+05D5><U+05EA>","Eden_Hason","israeli_mediterranean",2019,"1969-12-31",120,50,64,-7,12,33,180,51,4,53,"israel"
"839","<U+05DE><U+05D9><U+05E9><U+05D4><U+05D5>_<U+05D0><U+05D9><U+05EA><U+05D9>_<U+05DB><U+05D0><U+05DF>","Benaia_Barabi","israeli_mediterranean",2019,"1969-12-31",100,63,72,-6,12,38,219,73,3,53,"israel"
"840","<U+05D7><U+05DC><U+05E7>_<U+05DE><U+05D4><U+05D6><U+05DE><U+05DF>","Idan_Amedi","israeli_pop",2017,"1969-12-31",68,46,57,-8,13,64,223,63,3,53,"israel"
"841","<U+05D4><U+05DC><U+05D1>_<U+05E9><U+05DC><U+05D9>","Ishay_Ribo","israeli_pop",2019,"1969-12-31",136,42,56,-9,7,26,239,64,3,52,"israel"
"842","<U+05D1><U+05D0><U+05EA><U+05D9>_<U+05DC><U+05D7><U+05DC><U+05D5><U+05DD>","Nathan_Goshen","israeli_pop",2018,"1969-12-31",171,72,36,-7,8,38,199,17,11,52,"israel"
"843","<U+05E9><U+05DE><U+05E9>","Hanan_Ben_Ari","israeli_pop",2019,"1969-12-31",124,42,50,-9,9,11,238,57,4,52,"israel"
"844","<U+05D1><U+05DE><U+05E7><U+05D5><U+05DD>_<U+05D4><U+05DB><U+05D9>_<U+05E8><U+05D7><U+05D5><U+05E7>","Benaia_Barabi","israeli_mediterranean",2019,"1969-12-31",112,56,68,-7,36,36,201,59,5,51,"israel"
"845","<U+05E9><U+05DE><U+05D9><U+05E9><U+05D4><U+05D5>_<U+05D9><U+05E2><U+05E6><U+05D5><U+05E8>_<U+05D0><U+05D5><U+05EA><U+05D9>","Eden_Hason","israeli_mediterranean",2019,"1969-12-31",134,57,66,-6,11,51,224,51,4,51,"israel"
"846","<U+05E2><U+05D1>""<U+05DE>","Tuna","israeli_hip_hop",2019,"1969-12-31",67,68,66,-8,12,48,323,45,20,50,"israel"
"847","<U+05DC><U+05E7><U+05D7><U+05EA>_<U+05D0><U+05EA>_<U+05D4><U+05DE><U+05E4><U+05EA><U+05D7><U+05D5><U+05EA>","Itay_Levi","israeli_mediterranean",2019,"1969-12-31",74,44,47,-6,10,35,208,66,13,48,"israel"
"848","<U+05E6><U+05D1><U+05E2><U+05D9><U+05DD>","Gil_Vain","israeli_mediterranean",2019,"1969-12-31",140,55,73,-8,13,73,208,80,5,48,"israel"
"849","<U+05E7><U+05D9><U+05E8><U+05D5><U+05EA>","Itay_Levi","israeli_mediterranean",2019,"1969-12-31",123,57,78,-8,18,50,197,40,7,46,"israel"
"850","Ve'Eem_Tavo'ee_Elay_(And_If_You_Will_Come_To_Me)","Idan_Raichel","classic_israeli_pop",2019,"1969-12-31",112,88,73,-5,10,23,213,50,3,43,"israel"
"851","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"italy"
"852","Memories","Maroon_5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"italy"
"853","ROXANNE","Arizona_Zervas","pop_rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"italy"
"854","All_I_Want_for_Christmas_Is_You","Mariah_Carey","dance_pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"italy"
"855","RITMO_(Bad_Boys_For_Life)","The_Black_Eyed_Peas","dance_pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"italy"
"856","Falling","Trevor_Daniel","alternative_r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"italy"
"857","Santa_Tell_Me","Ariana_Grande","dance_pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"italy"
"858","Rockin'_Around_The_Christmas_Tree","Brenda_Lee","adult_standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"italy"
"859","Happy_Xmas_(War_Is_Over)_-_Remastered","John_Lennon","album_rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"italy"
"860","Jingle_Bell_Rock","Bobby_Helms","adult_standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"italy"
"861","Mistletoe","Justin_Bieber","canadian_pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"italy"
"862","It's_the_Most_Wonderful_Time_of_the_Year","Andy_Williams","adult_standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"italy"
"863","Let_It_Snow!_Let_It_Snow!_Let_It_Snow!_(with_The_B._Swanson_Quartet)","Frank_Sinatra","adult_standards",1994,"1969-12-31",142,26,65,-13,36,84,155,90,6,91,"italy"
"864","Wonderful_Christmastime_-_Edited_Version_/_Remastered_2011","Paul_McCartney","album_rock",1980,"1969-12-31",95,51,77,-9,7,77,228,32,3,91,"italy"
"865","Ayy_Macarena","Tyga","pop_rap",2019,"1969-12-31",96,63,82,-6,7,72,132,13,23,90,"italy"
"866","Underneath_the_Tree","Kelly_Clarkson","dance_pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"italy"
"867","Santa_Claus_Is_Comin'_to_Town_-_Live_at_C.W._Post_College,_Greenvale,_NY_-_December_1975","Bruce_Springsteen","heartland_rock",1981,"1969-12-31",140,67,36,-8,73,41,268,36,5,86,"italy"
"868","Last_Christmas","Wham!","new_wave_pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"italy"
"869","Feliz_Navidad","Jose_Feliciano","latin_pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"italy"
"870","You_Make_It_Feel_Like_Christmas_(feat._Blake_Shelton)","Gwen_Stefani","dance_pop",2017,"1969-12-31",93,87,64,-4,12,91,157,2,4,85,"italy"
"871","It's_Beginning_to_Look_a_Lot_like_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"italy"
"872","fuck_3x","tha_Supreme","trap_italiana",2019,"1969-12-31",180,81,66,-5,11,69,161,7,8,82,"italy"
"873","Holly_Jolly_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"italy"
"874","Happy_Xmas_(War_Is_Over)","Celine_Dion","canadian_pop",1998,"1969-12-31",172,60,34,-5,28,16,255,45,3,82,"italy"
"875","SUPREME_-_L'ego_(feat._tha_Supreme_&_Sfera_Ebbasta)","Marracash","italian_hip_hop",2019,"1969-12-31",141,66,66,-6,13,51,223,7,6,81,"italy"
"876","blun7_a_swishland","tha_Supreme","trap_italiana",2019,"1969-12-31",130,79,69,-6,26,57,168,13,25,80,"italy"
"877","Ti_volevo_dedicare_(feat._J-AX_&_Boomdabash)","Rocco_Hunt","italian_hip_hop",2019,"1969-12-31",120,73,75,-6,19,27,208,1,7,80,"italy"
"878","CRUDELIA_-_I_nervi","Marracash","italian_hip_hop",2019,"1969-12-31",82,55,55,-8,34,7,231,15,10,80,"italy"
"879","Soldi_in_Nero_-_feat._Sfera_Ebbasta","Shiva","italian_hip_hop",2019,"1969-12-31",158,66,75,-5,17,35,184,15,28,79,"italy"
"880","Pookie_(feat._Capo_Plaza)_-_Remix","Aya_Nakamura","basshall",2019,"1969-12-31",98,62,84,-7,10,51,188,6,13,78,"italy"
"881","sw1n6o_-_feat._Salmo","tha_Supreme","trap_italiana",2019,"1969-12-31",170,83,57,-6,79,79,184,12,9,78,"italy"
"882","m12ano_-_feat._Mara_Sattei","tha_Supreme","trap_italiana",2019,"1969-12-31",65,51,58,-6,8,48,188,4,4,78,"italy"
"883","Chiasso","Random","italian_hip_hop",2019,"1969-12-31",92,45,72,-13,10,46,182,25,19,78,"italy"
"884","Santa_Claus_Is_Comin'_to_Town","Frank_Sinatra","adult_standards",1994,"1969-12-31",140,20,65,-12,31,69,155,83,6,78,"italy"
"885","Bossoli","Shiva","italian_hip_hop",2019,"1969-12-31",145,66,83,-8,14,80,179,44,26,77,"italy"
"886","BRAVI_A_CADERE_-_I_polmoni","Marracash","italian_hip_hop",2019,"1969-12-31",95,69,61,-6,10,28,200,16,10,77,"italy"
"887","Barrio","Mahmood","italian_arena_pop",2019,"1969-12-31",122,70,80,-7,11,57,165,6,7,77,"italy"
"888","Gigolò_(feat._Sfera_Ebbasta_&_Capo_Plaza)","Lazza","italian_hip_hop",2019,"1969-12-31",98,63,80,-9,9,39,164,9,14,77,"italy"
"889","occh1_purpl3_-_feat._Marracash","tha_Supreme","trap_italiana",2019,"1969-12-31",134,81,66,-5,16,55,188,9,16,77,"italy"
"890","Non_Avere_Paura","Tommaso_Paradiso","italian_arena_pop",2019,"1969-12-31",105,68,57,-6,11,24,247,43,4,77,"italy"
"891","CHARLES_MANSON_(BUON_NATALE2)_(feat._Lazza)_-_feat._Dani_Faiv,_Nitro","Salmo","italian_hip_hop",2019,"1969-12-31",120,83,72,-5,44,48,258,1,21,76,"italy"
"892","Tutto_Questo_Sei_Tu","Ultimo","italian_pop",2019,"1969-12-31",162,51,45,-6,11,42,245,44,3,76,"italy"
"893","Una_volta_ancora_(feat._Ana_Mena)","Fred_De_Palma","italian_arena_pop",2019,"1969-12-31",124,64,77,-5,10,59,174,8,6,76,"italy"
"894","ch1_5ei_te","tha_Supreme","trap_italiana",2019,"1969-12-31",88,78,49,-6,16,32,184,5,7,76,"italy"
"895","Santa_Claus_Is_Coming_to_Town","Michael_Buble","adult_standards",2011,"1969-12-31",123,40,59,-7,4,42,172,79,5,75,"italy"
"896","GANG_(feat._Geolier)","Samurai_Jay","italian_hip_hop",2019,"1969-12-31",95,46,80,-11,21,58,162,4,24,75,"italy"
"897","Holly_&_Benji_(feat._Capo_Plaza_&_Shiva)","AVA","italian_hip_hop",2019,"1969-12-31",78,79,42,-6,11,50,220,1,27,74,"italy"
"898","ANSIA_NO","FSK_SATELLITE","italian_hip_hop",2019,"1969-12-31",160,68,82,-7,22,71,149,15,56,73,"italy"
