"ID","title","artist","top_genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"899","m8nstar","tha_Supreme","trap_italiana",2019,"1969-12-31",165,76,58,-6,11,44,165,5,4,73,"italy"
"900","Cin_Cin","Alfa","italian_arena_pop",2019,"1969-12-31",121,63,70,-4,13,37,180,26,3,65,"italy"
"901","All_I_Want_for_Christmas_Is_You","Mariah_Carey","dance_pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"japan"
"902","bad_guy","Billie_Eilish","electropop",2019,"1969-12-31",135,43,70,-11,10,56,194,33,38,96,"japan"
"903","Santa_Tell_Me","Ariana_Grande","dance_pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"japan"
"904","Happy_Xmas_(War_Is_Over)_-_Remastered","John_Lennon","album_rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"japan"
"905","Underneath_the_Tree","Kelly_Clarkson","dance_pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"japan"
"906","Shape_of_You","Ed_Sheeran","pop",2017,"1969-12-31",96,65,83,-3,9,93,234,58,8,87,"japan"
"907","Last_Christmas","Wham!","new_wave_pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"japan"
"908","Gurenge","LiSA","anime_rock",2019,"1969-12-31",135,98,55,-3,8,31,239,0,15,73,"japan"
"909","<U+30CE><U+30FC><U+30C0><U+30A6><U+30C8>","Official_HIGE_DANdism","anime_rock",2018,"1969-12-31",150,94,57,-3,34,79,202,6,7,72,"japan"
"910","115<U+4E07><U+30AD><U+30ED><U+306E><U+30D5><U+30A3><U+30EB><U+30E0>","Official_HIGE_DANdism","anime_rock",2018,"1969-12-31",97,79,51,-2,14,48,325,0,3,71,"japan"
"911","<U+30AF><U+30EA><U+30B9><U+30DE><U+30B9><U+30BD><U+30F3><U+30B0>","back_number","j-pop",2015,"1969-12-31",154,71,40,-3,12,42,340,13,3,70,"japan"
"912","<U+9AD8><U+5DBA><U+306E><U+82B1><U+5B50><U+3055><U+3093>","back_number","j-pop",2014,"1969-12-31",138,92,54,-3,12,34,295,7,6,69,"japan"
"913","<U+541B><U+306F><U+30ED><U+30C3><U+30AF><U+3092><U+8074><U+304B><U+306A><U+3044>","Aimyon","j-acoustic",2017,"1969-12-31",100,69,52,-4,17,62,246,0,3,69,"japan"
"914","<U+305F><U+3060><U+541B><U+306B><U+6674><U+308C>","Yorushika","j-pop",2018,"1969-12-31",140,83,68,-3,12,96,199,34,3,69,"japan"
"915","HANABI","Mr.Children","j-pop",2008,"1969-12-31",112,77,64,-6,12,60,343,16,3,68,"japan"
"916","<U+30CF><U+30C3><U+30D4><U+30FC><U+30A8><U+30F3><U+30C9>","back_number","j-pop",2016,"1969-12-31",78,65,36,-3,16,34,314,5,4,68,"japan"
"917","<U+6253><U+4E0A><U+82B1><U+706B>","DAOKO×<U+7C73><U+6D25><U+7384><U+5E2B>","j-pop",2017,"1969-12-31",96,67,63,-4,11,29,290,29,2,68,"japan"
"918","Turning_Up","ARASHI","j-pop",2019,"1969-12-31",118,82,77,-5,24,90,183,2,10,68,"japan"
"919","<U+30CF><U+30EB><U+30CE><U+30D2>","Aimyon","j-acoustic",2019,"1969-12-31",107,67,59,-2,11,53,327,26,3,67,"japan"
"920","<U+30EF><U+30BF><U+30EA><U+30C9><U+30EA>","[ALEXANDROS]","anime_rock",2015,"1969-12-31",135,96,51,-4,20,61,249,0,8,67,"japan"
"921","<U+70B9><U+63CF><U+306E><U+5504>","Mrs._GREEN_APPLE","anime_rock",2018,"1969-12-31",152,63,50,-5,10,31,307,45,3,67,"japan"
"922","Walking_with_you","Novelbright","j-pop",2018,"1969-12-31",93,97,42,-1,53,50,223,1,6,67,"japan"
"923","366<U+65E5>","HY","j-pop",2008,"1969-12-31",152,43,38,-7,21,18,353,68,3,66,"japan"
"924","<U+30C8><U+30EA><U+30B3>","Nissy","j-pop",2019,"1969-12-31",90,80,63,-3,6,72,232,9,4,66,"japan"
"925","<U+7A7A><U+306E><U+9752><U+3055><U+3092><U+77E5><U+308B><U+4EBA><U+3088>","Aimyon","j-acoustic",2019,"1969-12-31",108,71,57,-2,31,63,305,18,3,66,"japan"
"926","<U+594F>(<U+304B><U+306A><U+3067>)","Sukima_Switch","j-pop",2004,"1969-12-31",150,67,52,-6,9,46,329,55,3,66,"japan"
"927","<U+611B><U+3092><U+4F1D><U+3048><U+305F><U+3044><U+3060><U+3068><U+304B>","Aimyon","j-acoustic",2017,"1969-12-31",100,85,67,-5,9,79,235,3,3,66,"japan"
"928","<U+30A4><U+30F3><U+30D5><U+30A7><U+30EB><U+30CE>","Mrs._GREEN_APPLE","anime_rock",2019,"1969-12-31",93,92,53,-2,64,66,212,1,6,65,"japan"
"929","<U+9752><U+3068><U+590F>","Mrs._GREEN_APPLE","anime_rock",2019,"1969-12-31",185,89,31,-2,28,75,270,0,5,65,"japan"
"930","<U+30D2><U+30ED><U+30A4><U+30F3>","back_number","j-pop",2015,"1969-12-31",76,60,43,-4,22,36,270,21,3,65,"japan"
"931","<U+3072><U+307E><U+308F><U+308A><U+306E><U+7D04><U+675F>","Motohiro_Hata","j-acoustic",2015,"1969-12-31",79,45,52,-6,18,34,308,19,3,65,"japan"
"932","<U+30ED><U+30DE><U+30F3><U+30C1><U+30B7><U+30BA><U+30E0>","Mrs._GREEN_APPLE","anime_rock",2019,"1969-12-31",126,88,60,-3,5,90,214,0,6,64,"japan"
"933","Wherever_you_are","ONE_OK_ROCK","j-pop",2010,"1969-12-31",174,69,38,-5,34,29,296,3,5,62,"japan"
"934","<U+30DE><U+30EA><U+30FC><U+30B4><U+30FC><U+30EB><U+30C9>","Aimyon","j-acoustic",2018,"1969-12-31",106,75,55,-3,9,41,307,5,3,59,"japan"
"935","Pretender","Official_HIGE_DANdism","anime_rock",2019,"1969-12-31",92,87,54,-3,14,37,327,5,3,56,"japan"
"936","Hakujitsu","King_Gnu","j-pop",2019,"1969-12-31",93,90,61,-3,29,75,275,67,11,56,"japan"
"937","<U+4ECA><U+591C><U+3053><U+306E><U+307E><U+307E>","Aimyon","j-acoustic",2018,"1969-12-31",105,85,44,-4,9,64,238,3,4,56,"japan"
"938","Yesterday","Official_HIGE_DANdism","anime_rock",2019,"1969-12-31",130,80,54,-4,40,56,299,4,4,55,"japan"
"939","Shukumei","Official_HIGE_DANdism","anime_rock",2019,"1969-12-31",164,58,55,-6,11,49,281,2,3,53,"japan"
"940","Machigaisagashi","Masaki_Suda","anime_rock",2019,"1969-12-31",156,64,53,-6,39,44,224,52,4,53,"japan"
"941","<U+65B0><U+5B9D><U+5CF6>","Sakanaction","j-pop",2019,"1969-12-31",158,92,55,-3,35,65,305,0,7,53,"japan"
"942","Sayonara_Elegy","Masaki_Suda","anime_rock",2018,"1969-12-31",155,93,47,-3,28,62,257,0,5,51,"japan"
"943","Umbrella","King_Gnu","j-pop",2019,"1969-12-31",105,90,65,-3,5,70,202,38,8,51,"japan"
"944","Hikoutei","King_Gnu","j-pop",2019,"1969-12-31",80,85,47,-3,33,49,262,4,5,50,"japan"
"945","Stand_By_You","Official_HIGE_DANdism","anime_rock",2019,"1969-12-31",154,87,61,-5,28,63,256,1,4,49,"japan"
"946","<U+611B><U+5504>","GReeeeN","j-pop",2015,"1969-12-31",170,78,50,-4,19,45,237,11,3,48,"japan"
"947","<U+611B><U+3092><U+3053><U+3081><U+3066><U+82B1><U+675F><U+3092>","Superfly","j-pop",2017,"1969-12-31",162,83,34,-3,7,42,297,10,5,47,"japan"
"948","Paprika","Foorin","kodomo_no_ongaku",2018,"1969-12-31",101,77,75,-5,77,73,208,14,4,46,"japan"
"949","Teenager_Forever","King_Gnu","j-pop",2019,"1969-12-31",115,92,50,-4,34,70,189,7,11,39,"japan"
"950","<U+5C0F><U+3055><U+306A><U+604B><U+306E><U+3046><U+305F>","MONGOL800","j-pop",2001,"1969-12-31",116,78,40,-5,23,63,223,0,4,0,"japan"
"951","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"malasya"
"952","Memories","Maroon_5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"malasya"
"953","ROXANNE","Arizona_Zervas","pop_rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"malasya"
"954","Circles","Post_Malone","dfw_rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"malasya"
"955","All_I_Want_for_Christmas_Is_You","Mariah_Carey","dance_pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"malasya"
"956","everything_i_wanted","Billie_Eilish","electropop",2019,"1969-12-31",120,23,70,-14,11,24,245,90,10,98,"malasya"
"957","Falling","Trevor_Daniel","alternative_r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"malasya"
"958","Don't_Start_Now","Dua_Lipa","dance_pop",2019,"1969-12-31",124,79,79,-5,10,68,183,1,8,97,"malasya"
"959","Lose_You_To_Love_Me","Selena_Gomez","dance_pop",2019,"1969-12-31",102,34,51,-9,21,9,206,58,4,97,"malasya"
"960","Someone_You_Loved","Lewis_Capaldi","pop",2019,"1969-12-31",110,41,50,-6,11,45,182,75,3,96,"malasya"
"961","hot_girl_bummer","blackbear","pop",2019,"1969-12-31",130,56,78,-7,40,68,185,13,8,96,"malasya"
"962","Blinding_Lights","The_Weeknd","canadian_contemporary_r&b",2019,"1969-12-31",171,80,51,-4,9,35,202,0,6,96,"malasya"
"963","bad_guy","Billie_Eilish","electropop",2019,"1969-12-31",135,43,70,-11,10,56,194,33,38,96,"malasya"
"964","Santa_Tell_Me","Ariana_Grande","dance_pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"malasya"
"965","Lucid_Dreams","Juice_WRLD","chicago_rap",2018,"1969-12-31",84,57,51,-7,34,22,240,35,20,94,"malasya"
"966","How_Do_You_Sleep?","Sam_Smith","pop",2019,"1969-12-31",111,68,48,-5,8,35,202,15,9,93,"malasya"
"967","10,000_Hours_(with_Justin_Bieber)","Dan_+_Shay","contemporary_country",2019,"1969-12-31",90,63,65,-5,11,43,168,15,3,93,"malasya"
"968","Rockin'_Around_The_Christmas_Tree","Brenda_Lee","adult_standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"malasya"
"969","Trampoline_(with_ZAYN)","SHAED","electropop",2019,"1969-12-31",127,46,62,-6,14,50,184,56,3,92,"malasya"
"970","Mistletoe","Justin_Bieber","canadian_pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"malasya"
"971","Goodbyes_(feat._Young_Thug)","Post_Malone","dfw_rap",2019,"1969-12-31",150,65,55,-4,10,16,175,46,8,92,"malasya"
"972","Jingle_Bell_Rock","Bobby_Helms","adult_standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"malasya"
"973","It's_the_Most_Wonderful_Time_of_the_Year","Andy_Williams","adult_standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"malasya"
"974","My_Oh_My_(feat._DaBaby)","Camila_Cabello","dance_pop",2019,"1969-12-31",105,49,72,-6,9,38,171,2,3,91,"malasya"
"975","It's_You","Ali_Gatie","canadian_hip_hop",2019,"1969-12-31",96,46,73,-7,19,40,213,37,3,90,"malasya"
"976","No_Idea","Don_Toliver","rap",2019,"1969-12-31",128,61,66,-5,22,35,154,56,10,90,"malasya"
"977","Senorita","Shawn_Mendes","canadian_pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"malasya"
"978","Mean_It","Lauv","pop",2019,"1969-12-31",96,45,75,-9,17,34,233,4,9,89,"malasya"
"979","Into_the_Unknown","Idina_Menzel","hollywood",2019,"1969-12-31",145,41,32,-9,14,27,195,85,4,88,"malasya"
"980","Sunflower_-_Spider-Man:_Into_the_Spider-Verse","Post_Malone","dfw_rap",2019,"1969-12-31",90,52,76,-4,7,93,158,53,6,88,"malasya"
"981","Falling","Harry_Styles","dance_pop",2019,"1969-12-31",110,27,57,-7,9,6,240,84,3,88,"malasya"
"982","Lover_(Remix)_[feat._Shawn_Mendes]","Taylor_Swift","pop",2019,"1969-12-31",205,60,45,-7,9,42,221,43,6,88,"malasya"
"983","I.F.L.Y.","Bazzi","pop",2019,"1969-12-31",105,52,81,-5,13,55,166,38,4,87,"malasya"
"984","Adore_You","Harry_Styles","dance_pop",2019,"1969-12-31",99,77,68,-4,10,57,207,2,5,87,"malasya"
"985","Boy_With_Luv_(feat._Halsey)","BTS","k-pop",2019,"1969-12-31",120,86,65,-5,19,80,230,9,10,87,"malasya"
"986","Watermelon_Sugar","Harry_Styles","dance_pop",2019,"1969-12-31",95,82,55,-4,34,56,174,12,5,86,"malasya"
"987","Beautiful_People_(feat._Khalid)","Ed_Sheeran","pop",2019,"1969-12-31",93,65,64,-8,8,55,198,12,19,86,"malasya"
"988","comethru","Jeremy_Zucker","pop",2018,"1969-12-31",94,18,80,-12,62,61,182,61,6,86,"malasya"
"989","Last_Christmas","Wham!","new_wave_pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"malasya"
"990","It's_Beginning_to_Look_a_Lot_like_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"malasya"
"991","Takeaway","The_Chainsmokers","electropop",2019,"1969-12-31",100,51,53,-8,10,35,210,13,3,83,"malasya"
"992","Holly_Jolly_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"malasya"
"993","Before_You_Go","Lewis_Capaldi","pop",2019,"1969-12-31",112,57,46,-5,9,18,215,60,6,82,"malasya"
"994","I_Love_You_3000","Stephanie_Poetri","indonesian_pop",2019,"1969-12-31",90,38,65,-8,39,41,210,91,4,79,"malasya"
"995","Psycho","Red_Velvet","k-pop",2019,"1969-12-31",140,67,66,-2,9,41,211,19,4,75,"malasya"
"996","Feelings","Lauv","pop",2019,"1969-12-31",103,47,69,-7,10,25,190,9,4,73,"malasya"
"997","Mimpi_(feat._Alif)","K-Clique","malaysian_indie",2019,"1969-12-31",150,73,83,-7,10,87,253,53,29,66,"malasya"
"998","Cinta_Luar_Biasa","Andmesh","indonesian_pop",2019,"1969-12-31",136,23,58,-12,10,32,256,81,3,66,"malasya"
"999","Haa_Tepok","MeerFly","malaysian_hip_hop",2019,"1969-12-31",87,50,85,-12,15,68,211,66,31,65,"malasya"
"1000","Hanya_Rindu","Andmesh","indonesian_pop",2019,"1969-12-31",179,16,28,-12,11,20,252,89,3,65,"malasya"
